Speed,Heading,AgentCount,Acc,Label
0.6861,89.7647,254,-0.0063,0
0.6861,88.9417,309,0.0212,0
0.6861,91.2187,216,0.0215,0
0.686,89.9001,203,0.0101,0
0.6859,89.8927,217,0.0127,0
0.6858,128.1304,98,0.0224,1
0.6857,88.9971,280,0.013,0
0.6857,89.8072,310,0.0149,0
0.6857,89.9806,296,0.0161,0
0.6856,89.3076,228,0.0041,0
0.6856,89.3385,216,0.0108,0
0.6856,89.1615,285,0.0124,0
0.6855,88.5206,195,-0.0005,0
0.6855,89.5812,190,0.0066,0
0.6855,89.7442,215,0.0229,0
0.6854,111.1373,132,0.0155,1
0.6854,88.8499,208,0.0147,0
0.6854,89.4466,212,0.017,0
0.6852,88.974,216,-0.0235,0
0.6852,89.2785,299,0.0022,0
0.6852,89.3956,291,0.0046,0
0.6851,103.5844,219,0.0212,1
0.6851,90.1004,216,0.0123,0
0.685,102.4404,190,-0.0366,1
0.6849,90.3855,292,-0.0018,0
0.6849,90.0629,204,0.0115,0
0.6849,89.9469,305,0.0124,0
0.6848,134.7893,83,0.0376,1
0.6848,88.874,190,-0.0125,0
0.6848,89.373,185,0.0182,0
0.6848,89.5897,211,0.0253,0
0.6848,89.5118,221,0.0303,0
0.6847,89.1202,212,0.0146,0
0.6847,88.7301,251,0.02,0
0.6847,89.6667,212,0.0233,0
0.6846,88.5407,201,0.0208,0
0.6845,102.4513,288,0.0474,1
0.6845,89.0521,252,0.0018,0
0.6845,88.9274,302,0.0202,0
0.6844,102.5837,220,-0.0166,1
0.6844,89.3071,231,0.0192,0
0.6843,89.2298,202,0.0008,0
0.6843,89.3741,304,0.0296,0
0.6843,90.0333,212,0.0398,0
0.6841,90.6336,294,0.037,0
0.684,89.7051,213,-0.0069,0
0.684,88.5329,185,-0.0048,0
0.684,89.0209,191,0.0046,0
0.684,88.9018,235,0.0147,0
0.684,89.5743,216,0.0162,0
0.6839,88.3686,192,0.0084,0
0.6839,88.504,300,0.0096,0
0.6839,89.1215,240,0.014,0
0.6838,89.111,227,0.0031,0
0.6838,88.7366,215,0.0114,0
0.6838,88.8052,203,0.0183,0
0.6838,88.8099,221,0.0254,0
0.6838,88.9443,306,0.0353,0
0.6837,88.6492,203,0.0197,0
0.6836,111.2593,130,-0.0166,1
0.6836,87.8989,280,-0.0079,0
0.6836,89.3822,205,0.0072,0
0.6836,89.0018,215,0.0163,0
0.6835,89.1823,201,0.0073,0
0.6835,89.4239,282,0.0296,0
0.6834,101.5903,223,0.0048,1
0.6834,89.0313,200,0.0054,0
0.6833,90.1701,197,-0.0008,0
0.6833,89.317,285,0.0005,0
0.6833,90.3523,198,0.0097,0
0.6833,89.4525,202,0.011,0
0.6833,88.7877,227,0.0126,0
0.6833,89.7378,199,0.0268,0
0.6832,88.8495,297,-0.005,0
0.6832,89.5225,212,0.0349,0
0.683,88.4401,201,-0.0018,0
0.6828,88.0395,338,0.0292,0
0.6828,89.1117,320,0.0441,0
0.6827,127.1373,83,0.0437,1
0.6827,88.6959,210,0.0149,0
0.6826,88.2874,189,0.0219,0
0.6824,89.0288,206,0.0031,0
0.6824,88.5751,213,0.0101,0
0.6823,90.7984,203,0.0067,0
0.6823,89.8704,206,0.0075,0
0.6823,89.4002,195,0.0203,0
0.6823,89.3818,187,0.0242,0
0.6821,100.0869,216,-0.0099,1
0.6821,89.8981,214,0.003,0
0.682,88.2848,201,-0.0045,0
0.682,88.5159,316,0.0245,0
0.6819,89.0825,293,-0.0105,0
0.6818,88.9533,208,0.0174,0
0.6818,89.5945,198,0.0327,0
0.6817,88.6805,284,-0.0101,0
0.6816,88.8001,216,0.0147,0
0.6816,88.8325,216,0.0303,0
0.6815,89.8477,193,-0.0024,0
0.6815,89.0681,307,0.0025,0
0.6815,89.9298,196,0.0157,0
0.6815,89.2601,285,0.0161,0
0.6814,89.065,205,0.0062,0
0.6813,89.7928,203,-0.0175,0
0.6813,90.0239,211,0.0086,0
0.6813,88.9347,199,0.0088,0
0.6813,89.5685,212,0.011,0
0.6812,88.6521,205,0.01,0
0.6812,90.25,253,0.012,0
0.6811,88.6184,277,0.0171,0
0.681,89.5646,242,0.026,0
0.6809,88.206,189,-0.0033,0
0.6809,89.5975,278,-0.0001,0
0.6809,89.2123,218,0.0098,0
0.6809,87.3954,236,0.0099,0
0.6809,87.7814,243,0.0189,0
0.6808,97.2847,228,0.0107,1
0.6808,88.8746,206,0.01,0
0.6807,99.7226,208,-0.0304,1
0.6807,87.9038,240,-0.0383,0
0.6806,89.7479,251,-0.0028,0
0.6806,88.8868,245,0.0242,0
0.6805,88.7842,219,0.0086,0
0.6805,88.359,213,0.0127,0
0.6804,88.4438,202,-0.0055,0
0.6804,89.6095,297,-0.0016,0
0.6803,90.251,217,0.0033,0
0.6803,89.7194,212,0.0144,0
0.6802,89.6281,192,-0.0114,0
0.6802,89.1596,199,0.0026,0
0.6802,88.2638,189,0.0067,0
0.6801,102.2364,222,0.0111,1
0.6801,89.2759,257,0.0103,0
0.6801,88.3572,212,0.0403,0
0.68,89.2377,295,-0.0185,0
0.68,89.6097,280,-0.0054,0
0.68,88.5036,214,0.0174,0
0.6799,97.374,221,0.0115,1
0.6799,88.8453,235,-0.0107,0
0.6799,88.573,325,0.0389,0
0.6798,89.5745,180,-0.0196,0
0.6798,87.4242,254,0.0202,0
0.6796,88.8385,298,0.0067,0
0.6796,88.7105,226,0.0166,0
0.6796,89.776,218,0.0404,0
0.6795,88.338,188,0.0377,0
0.6794,87.9153,201,-0.0069,0
0.6794,90.4129,251,0.0098,0
0.6794,90.5636,209,0.0151,0
0.6794,89.5038,201,0.0229,0
0.6794,89.2658,252,0.027,0
0.6794,88.9458,268,0.037,0
0.6793,89.308,214,0.0061,0
0.6793,88.5752,320,0.0118,0
0.6793,90.0155,214,0.017,0
0.6792,90.2063,208,0.008,0
0.6792,88.3494,328,0.0311,0
0.6791,91.03,221,0.035,0
0.679,102.4278,284,0.0052,1
0.6789,89.8136,292,0.0103,0
0.6789,88.7952,248,0.0136,0
0.6789,89.3575,202,0.024,0
0.6788,127.8273,85,0.0529,1
0.6788,89.6755,295,-0.0117,0
0.6788,87.594,218,0.0044,0
0.6788,88.655,243,0.0211,0
0.6787,88.9365,183,-0.0055,0
0.6787,90.8913,193,0.0138,0
0.6786,89.6604,191,-0.0116,0
0.6786,89.0946,201,0.0047,0
0.6786,90.2643,204,0.0279,0
0.6785,89.1923,225,0.001,0
0.6785,88.6217,275,0.0092,0
0.6784,88.9431,220,0.0188,0
0.6783,88.6001,204,-0.0088,0
0.6783,88.4123,199,0.0098,0
0.6783,89.7993,213,0.0104,0
0.6782,90.0824,190,0.0028,0
0.6782,89.3221,221,0.0069,0
0.6782,89.6935,214,0.0226,0
0.6782,90.378,213,0.1348,0
0.6781,88.0148,217,0.013,0
0.6781,89.9413,250,0.0183,0
0.6781,89.737,253,0.0279,0
0.6781,89.7054,210,0.0296,0
0.678,88.1592,186,0.0026,0
0.678,89.4438,311,0.0133,0
0.678,90.6622,213,0.0839,0
0.6779,88.3415,286,-0.0185,0
0.6779,89.3543,310,-0.0005,0
0.6779,89.2528,310,0.0322,0
0.6777,88.2772,223,0.0073,0
0.6777,89.2119,198,0.0165,0
0.6777,89.9523,257,0.0284,0
0.6776,89.4675,291,0.0002,0
0.6776,90.129,196,0.0091,0
0.6776,89.7547,186,0.0161,0
0.6775,89.6093,212,0.0192,0
0.6775,88.5833,339,0.0236,0
0.6774,88.0984,256,0.0055,0
0.6774,89.1016,186,0.0086,0
0.6774,89.3718,214,0.0177,0
0.6774,88.5389,231,0.0259,0
0.6773,89.506,228,0.0121,0
0.6773,89.8459,205,0.021,0
0.6773,89.6845,203,0.0395,0
0.6772,105.8581,229,0.01,1
0.6772,89.4805,224,-0.0028,0
0.6772,89.1689,200,0.0159,0
0.6772,90.0479,210,0.0289,0
0.6771,87.9873,320,0.0008,0
0.6771,89.3597,204,0.0139,0
0.677,88.0585,316,-0.2764,0
0.677,88.7789,283,-0.0096,0
0.677,89.3962,240,-0.002,0
0.677,88.8189,234,0.014,0
0.677,89.5908,218,0.0202,0
0.677,89.55,303,0.0297,0
0.677,88.8236,318,0.034,0
0.6769,101.9163,221,-0.1299,1
0.6769,89.3215,213,0.0049,0
0.6769,89.1482,255,0.0162,0
0.6769,88.271,227,0.0168,0
0.6768,88.4866,207,-0.0002,0
0.6768,89.2503,203,0.0005,0
0.6768,89.1063,221,0.0078,0
0.6768,89.8102,195,0.0193,0
0.6768,89.4505,211,0.0348,0
0.6767,89.6215,196,-0.0017,0
0.6767,88.7984,203,0.004,0
0.6767,89.223,217,0.0136,0
0.6766,89.7248,212,-0.0076,0
0.6766,88.4309,199,-0.002,0
0.6764,89.6482,193,-0.0078,0
0.6764,88.636,213,0.013,0
0.6764,88.9985,233,0.0155,0
0.6764,89.9426,213,0.0192,0
0.6763,89.0259,195,-0.0104,0
0.6763,89.8094,212,-0.0026,0
0.6763,88.4509,203,-0.0015,0
0.6763,89.9157,222,0.0048,0
0.6763,89.586,208,0.0186,0
0.6762,88.7681,229,-0.0026,0
0.6762,90.1371,217,0.0177,0
0.6762,88.1511,258,0.0486,0
0.6761,87.9084,189,-0.0055,0
0.6761,89.1221,196,-0.0025,0
0.6761,89.0189,323,0.0097,0
0.676,88.9962,214,-0.1129,0
0.676,88.3247,181,-0.0133,0
0.676,88.9517,285,-0.0037,0
0.676,89.5952,201,0.0121,0
0.676,89.767,227,0.0147,0
0.676,88.5185,320,0.0354,0
0.6759,88.6894,211,-0.0065,0
0.6759,88.6818,208,-0.0065,0
0.6759,88.4044,218,0.0062,0
0.6759,89.8606,216,0.0127,0
0.6759,89.1908,218,0.0262,0
0.6758,89.1574,224,0.0134,0
0.6758,89.4643,214,0.026,0
0.6758,89.0437,294,0.0368,0
0.6757,88.7221,197,-0.0102,0
0.6757,89.5224,217,0.0132,0
0.6757,89.6706,229,0.0175,0
0.6756,90.5379,229,0.0121,0
0.6756,89.2416,205,0.043,0
0.6755,89.572,217,0.0129,0
0.6754,88.5053,213,-0.0036,0
0.6754,89.006,219,0.0349,0
0.6753,98.1234,221,-0.0031,1
0.6753,90.4045,194,-0.0017,0
0.6753,87.9042,214,0.0045,0
0.6753,89.9442,210,0.0203,0
0.6753,89.8437,214,0.0262,0
0.6752,88.4622,203,0.0044,0
0.6751,89.59,202,-0.0132,0
0.6751,88.8956,200,-0.009,0
0.675,97.4686,232,0.0429,1
0.675,88.92,203,-0.0206,0
0.6748,97.4711,221,-0.0043,1
0.6748,88.2702,337,0.0052,0
0.6748,89.5089,328,0.0168,0
0.6747,87.4578,189,-0.0067,0
0.6747,90.1629,192,-0.0042,0
0.6747,89.3985,215,0,0
0.6746,88.7172,223,0.0061,0
0.6745,89.0822,246,0.0049,0
0.6744,98.056,221,-0.0225,1
0.6744,90.0838,253,0.0001,0
0.6744,88.0218,205,0.0134,0
0.6743,88.6774,195,0.0124,0
0.6743,89.2262,209,0.0135,0
0.6743,88.611,258,0.0168,0
0.6742,89.27,191,0.0315,0
0.6741,89.7139,216,-0.0071,0
0.6741,89.0725,188,0.0091,0
0.6741,89.2315,202,0.0133,0
0.674,88.5492,311,-0.006,0
0.674,87.5433,320,0.0101,0
0.674,90.0024,201,0.0129,0
0.674,89.0032,207,0.0138,0
0.6739,101.8941,223,-0.0037,1
0.6739,89.1386,211,-0.0119,0
0.6739,89.5022,219,-0.0064,0
0.6738,89.5347,202,0.0107,0
0.6738,88.5574,240,0.0123,0
0.6738,88.3891,201,0.0361,0
0.6737,103.1734,220,-0.0139,1
0.6737,89.6377,185,0.0065,0
0.6737,89.0419,204,0.0147,0
0.6736,88.6017,205,0.0099,0
0.6736,88.9902,234,0.013,0
0.6735,88.8937,298,0.0273,0
0.6734,89.2112,220,-0.0174,0
0.6734,89.2886,213,-0.0118,0
0.6734,87.8722,322,0.0012,0
0.6734,90.0115,221,0.0124,0
0.6734,87.7259,324,0.0181,0
0.6734,88.7467,328,0.029,0
0.6733,104.232,194,-0.0094,1
0.6733,88.7437,186,0.009,0
0.6733,89.6382,211,0.01,0
0.6733,88.929,208,0.0104,0
0.6732,89.538,191,-0.0049,0
0.6732,89.0617,196,-0.0013,0
0.673,87.3851,306,0.0106,0
0.6729,88.6519,204,0.0092,0
0.6728,88.1139,191,-0.004,0
0.6728,88.9472,184,0.0051,0
0.6727,88.886,204,0.0068,0
0.6727,88.5835,309,0.0247,0
0.6727,88.729,257,0.0264,0
0.6726,113.0208,141,-0.0129,1
0.6726,89.6506,186,-0.0192,0
0.6726,91.3618,209,0.0047,0
0.6726,88.9013,308,0.0119,0
0.6726,89.624,224,0.0361,0
0.6725,88.3911,255,0.0099,0
0.6724,120.3855,107,0.0557,1
0.6724,89.1451,259,0.007,0
0.6723,87.5251,218,0.0097,0
0.6722,97.5412,218,0.001,1
0.6722,90.8492,231,0.0091,0
0.6722,89.3519,210,0.0096,0
0.6722,88.8973,319,0.0374,0
0.6721,89.0999,226,0.006,0
0.672,88.8573,233,0.0065,0
0.672,89.182,195,0.0073,0
0.6719,87.8369,216,-0.007,0
0.6719,89.519,217,0.0021,0
0.6718,88.8434,202,-0.0097,0
0.6718,89.8392,193,0.0075,0
0.6717,88.6527,216,-0.0001,0
0.6717,90.4002,187,0.0096,0
0.6717,89.4622,208,0.0131,0
0.6717,89.8686,178,0.0277,0
0.6716,89.6589,251,-0.0063,0
0.6716,89.4247,246,0.0142,0
0.6715,88.9839,288,0.0084,0
0.6715,90.3839,212,0.0195,0
0.6714,90.3933,201,-0.0146,0
0.6714,89.389,207,0.0081,0
0.6714,89.3211,288,0.0121,0
0.6714,89.6553,227,0.0311,0
0.6714,88.8104,210,0.0749,0
0.6713,89.2603,209,0.0183,0
0.6713,90.3679,214,0.0227,0
0.6712,89.2241,195,-0.0063,0
0.6712,88.7608,210,0.0099,0
0.6712,89.4367,227,0.0124,0
0.6712,88.7802,244,0.0125,0
0.6712,88.9369,194,0.0225,0
0.6711,89.6399,202,-0.0056,0
0.6711,89.721,215,0.0092,0
0.6711,89.7855,299,0.0096,0
0.6711,88.7997,218,0.0218,0
0.671,89.1174,210,-0.0064,0
0.671,90.3746,253,0,0
0.671,89.0966,217,0.0056,0
0.671,89.1782,204,0.0121,0
0.671,89.9755,226,0.0198,0
0.671,90.6414,291,0.0248,0
0.6709,89.9806,204,-0.0087,0
0.6709,90.4357,217,-0.0013,0
0.6708,90.4041,216,0.0081,0
0.6708,89.6649,216,0.0126,0
0.6708,89.641,210,0.0164,0
0.6708,89.2408,204,0.0175,0
0.6708,88.5485,342,0.0216,0
0.6708,89.2548,218,0.0281,0
0.6708,90.6031,223,0.0329,0
0.6708,89.8526,202,0.036,0
0.6707,89.1661,196,0.0029,0
0.6706,130.6378,85,0.0034,1
0.6706,89.0654,315,0.0405,0
0.6705,89.5324,207,0,0
0.6705,89.818,215,0.0205,0
0.6705,89.308,304,0.0234,0
0.6705,88.5478,340,0.0304,0
0.6703,111.2914,137,-0.0035,1
0.6703,88.9796,195,-0.002,0
0.6703,88.188,260,0.0043,0
0.6703,88.7779,212,0.0043,0
0.6703,89.2199,216,0.0259,0
0.6702,88.896,206,-0.0042,0
0.6702,88.7879,230,0.0101,0
0.6702,88.9799,351,0.0147,0
0.6701,87.4906,194,0.0021,0
0.67,88.8912,207,-0.0016,0
0.67,88.3706,214,0.0067,0
0.6699,89.3529,215,0.007,0
0.6698,89.3427,205,-0.0012,0
0.6698,89.9175,232,0.013,0
0.6698,89.0746,318,0.0296,0
0.6697,89.3621,226,-0.0736,0
0.6697,90.2248,197,0.0097,0
0.6697,89.9038,229,0.0176,0
0.6696,103.6944,222,-0.0229,1
0.6696,88.421,214,-0.0156,0
0.6696,88.3598,325,-0.0013,0
0.6696,88.6211,211,0.0004,0
0.6696,89.7297,203,0.0253,0
0.6696,88.4589,244,0.0318,0
0.6695,89.4158,249,-0.0065,0
0.6695,89.8679,228,0.0054,0
0.6695,88.8657,215,0.0667,0
0.6694,88.7727,234,-0.0773,0
0.6694,90.1163,218,0.0057,0
0.6694,89.3405,228,0.008,0
0.6694,90.3427,222,0.0337,0
0.6693,90.1709,221,0.0143,0
0.6692,89.1887,305,-0.0074,0
0.6692,88.8219,305,0.0042,0
0.6692,89.7658,228,0.0135,0
0.6692,88.8033,311,0.032,0
0.6691,88.3334,205,-0.0032,0
0.6691,89.9757,207,0.0191,0
0.669,98.2479,202,-0.3542,1
0.669,89.12,282,-0.0226,0
0.669,88.8066,229,0.0009,0
0.669,88.4363,204,0.018,0
0.6689,89.3429,200,-0.0069,0
0.6689,89.7726,207,0.0096,0
0.6689,90.2217,215,0.02,0
0.6689,90.0602,205,0.0244,0
0.6689,89.6951,188,0.0312,0
0.6688,98.3508,220,-0.0247,1
0.6688,89.0024,259,0.005,0
0.6688,88.0703,205,0.0151,0
0.6687,89.6299,190,0.0125,0
0.6687,89.5589,249,0.015,0
0.6687,89.5868,303,0.0215,0
0.6686,89.7321,202,-0.0076,0
0.6686,89.5036,227,0.0059,0
0.6686,88.8577,254,0.0086,0
0.6686,90.4516,189,0.0113,0
0.6685,88.8855,188,-0.0067,0
0.6685,88.8789,218,0.012,0
0.6685,88.5577,216,0.0129,0
0.6684,89.5233,254,-0.272,0
0.6684,89.4568,196,0.0046,0
0.6684,89.631,217,0.0057,0
0.6684,89.8015,212,0.0323,0
0.6683,88.6664,295,-0.0115,0
0.6683,89.7577,215,-0.0097,0
0.6683,88.789,209,-0.0064,0
0.6683,90.1078,223,0.007,0
0.6683,89.3503,297,0.0271,0
0.6682,89.269,215,-0.0136,0
0.6682,89.3012,203,-0.011,0
0.6682,89.28,169,-0.0093,0
0.6682,90.0219,191,0.0033,0
0.6682,89.0097,221,0.0143,0
0.6682,89.1377,202,0.0228,0
0.6682,89.052,174,0.0296,0
0.6682,88.8045,260,0.0316,0
0.6681,90.656,211,-0.1779,0
0.6681,88.5608,217,0.0076,0
0.6681,89.2237,246,0.0079,0
0.668,88.7874,190,-0.0023,0
0.6679,102.821,192,-0.022,1
0.6679,90.6341,215,0.0205,0
0.6679,89.3669,241,0.0228,0
0.6678,88.2729,220,0.002,0
0.6677,90.1296,222,0.0215,0
0.6676,89.4956,308,-0.0087,0
0.6676,88.4397,253,0.0051,0
0.6676,89.4445,185,0.0189,0
0.6675,129.9788,89,0.0152,1
0.6675,89.1628,322,-0.002,0
0.6675,90.0926,247,0.0007,0
0.6675,89.715,292,0.0078,0
0.6674,88.6768,290,0.0112,0
0.6674,88.966,249,0.012,0
0.6674,90.0373,220,0.017,0
0.6674,88.4603,251,0.0216,0
0.6673,88.8406,212,-0.127,0
0.6673,89.0664,258,0.0004,0
0.6673,89.7346,226,0.0258,0
0.6673,90.5321,228,0.0264,0
0.6672,97.57,220,0.0137,1
0.6672,89.4512,206,0.0208,0
0.6672,88.6454,324,0.0361,0
0.6671,89.6927,250,0.0128,0
0.667,98.2669,217,0.006,1
0.667,89.2452,205,-0.0009,0
0.6669,88.9479,203,-0.0082,0
0.6669,89.8529,216,0.002,0
0.6669,89.481,227,0.0106,0
0.6669,89.2994,192,0.0304,0
0.6668,89.0741,300,-0.0079,0
0.6668,90.3345,222,0.0027,0
0.6668,89.349,215,0.0263,0
0.6668,89.9454,251,0.0302,0
0.6667,89.0235,339,-0.0015,0
0.6667,90.1397,224,0.0004,0
0.6667,89.7122,205,0.0097,0
0.6667,88.7161,207,0.0134,0
0.6667,90.2226,231,0.0157,0
0.6667,88.8563,308,0.0191,0
0.6666,89.4577,248,-0.0011,0
0.6666,89.6204,302,0.0225,0
0.6665,88.4433,223,0.0054,0
0.6665,90.061,193,0.0074,0
0.6665,89.0158,300,0.0147,0
0.6665,90.2334,224,0.0199,0
0.6665,88.3943,217,0.0199,0
0.6665,89.4903,214,0.0202,0
0.6664,103.9632,234,0.0065,1
0.6664,89.019,339,-0.506,0
0.6664,88.8336,232,0.0166,0
0.6663,89.1527,214,0.0187,0
0.6662,89.2121,230,-0.0236,0
0.6661,88.7271,202,-0.0072,0
0.6661,88.7507,249,0.0302,0
0.666,89.8294,215,0.0171,0
0.666,88.4459,302,0.0246,0
0.6659,88.7485,218,-0.003,0
0.6659,89.1546,217,0.0088,0
0.6659,90.2945,208,0.0205,0
0.6658,98.9819,216,0.0064,1
0.6658,89.0566,309,0.0195,0
0.6657,89.3562,191,0.0022,0
0.6657,89.939,247,0.0034,0
0.6657,88.172,209,0.0103,0
0.6656,89.3197,190,0.0235,0
0.6655,89.8042,216,0.0036,0
0.6655,89.2775,309,0.0206,0
0.6654,88.0258,230,-0.005,0
0.6654,89.6316,208,0.0019,0
0.6654,89.4112,307,0.0092,0
0.6654,91.2208,243,0.0176,0
0.6654,88.6375,217,0.0179,0
0.6654,88.3101,325,0.0248,0
0.6653,89.3883,232,0,0
0.6652,88.4762,183,-0.0081,0
0.6652,88.494,207,0.0022,0
0.6652,89.43,212,0.0177,0
0.6652,89.2916,248,0.0276,0
0.6651,89.4249,233,0.0036,0
0.6651,89.2606,334,0.0052,0
0.6651,89.2153,197,0.0111,0
0.6651,90.5045,226,0.0336,0
0.665,106.4497,226,0.0116,1
0.665,89.9823,200,-0.0071,0
0.6649,89.5833,221,-0.0007,0
0.6649,89.8019,243,0.0056,0
0.6649,89.3445,205,0.0099,0
0.6649,89.197,205,0.0161,0
0.6649,89.2282,244,0.0199,0
0.6648,90.4474,212,0.0137,0
0.6648,89.4124,226,0.0288,0
0.6647,88.5669,309,0.0197,0
0.6646,90.1619,298,-0.0103,0
0.6646,89.1674,227,0.0007,0
0.6646,88.8703,243,0.0064,0
0.6646,89.6756,258,0.0068,0
0.6646,89.6088,213,0.0075,0
0.6646,87.2171,214,0.033,0
0.6645,98.2478,222,-0.0167,1
0.6645,89.4946,229,0.0065,0
0.6645,87.8663,262,0.0114,0
0.6645,89.2632,233,0.0142,0
0.6645,89.568,323,0.0264,0
0.6644,87.7305,222,-0.0061,0
0.6643,98.3908,213,-0.0237,1
0.6643,89.2124,217,-0.0057,0
0.6643,88.5416,351,0.003,0
0.6643,89.9295,220,0.0216,0
0.6643,88.605,212,0.052,0
0.6642,88.6378,203,0.0008,0
0.6642,89.3745,226,0.006,0
0.6642,89.2892,253,0.0069,0
0.6642,89.0377,259,0.0084,0
0.6641,87.2712,232,-0.2073,0
0.6641,88.5674,223,-0.0064,0
0.6641,89.0475,218,-0.0063,0
0.6641,89.1855,210,0.001,0
0.664,88.5736,223,-0.008,0
0.664,90.3112,212,-0.001,0
0.664,89.779,214,0.0041,0
0.664,89.4627,218,0.0136,0
0.664,89.6202,242,0.0185,0
0.6639,126.0721,95,0.0349,1
0.6639,89.3826,202,-0.0016,0
0.6639,89.1735,260,0.0067,0
0.6639,89.6071,213,0.0092,0
0.6639,89.4546,209,0.0118,0
0.6639,88.97,226,0.0227,0
0.6639,90.1845,232,0.0266,0
0.6638,88.7647,303,0.011,0
0.6638,89.8327,285,0.0113,0
0.6638,88.9894,244,0.0131,0
0.6637,88.5581,201,-0.0117,0
0.6637,90.3456,248,-0.0001,0
0.6636,97.5177,223,-0.0098,1
0.6636,87.8881,217,-0.0006,0
0.6636,89.5653,249,0,0
0.6636,88.9683,210,0.0158,0
0.6636,88.9177,212,0.0165,0
0.6636,89.5177,219,0.0186,0
0.6635,89.8381,206,-0.0465,0
0.6635,87.5827,312,-0.0012,0
0.6635,89.586,205,0.0022,0
0.6635,88.0363,212,0.0061,0
0.6635,88.903,221,0.008,0
0.6635,88.3368,208,0.0238,0
0.6634,89.2008,224,-0.0139,0
0.6634,88.7835,208,-0.0045,0
0.6634,88.9158,307,0.0078,0
0.6634,89.8414,221,0.0082,0
0.6633,89.5658,255,0.0027,0
0.6633,89.7862,203,0.0048,0
0.6633,89.5308,204,0.0103,0
0.6633,88.5652,189,0.0132,0
0.6633,89.9896,223,0.0166,0
0.6633,89.3281,340,0.0281,0
0.6633,88.6887,240,0.0303,0
0.6633,88.4213,220,0.0326,0
0.6633,88.9347,326,0.0384,0
0.6632,89.9374,252,0.0093,0
0.6631,89.0437,311,0.0064,0
0.6631,90.1473,206,0.0183,0
0.6631,88.91,323,0.0541,0
0.663,88.4793,186,-0.0029,0
0.663,89.1243,212,0.0193,0
0.663,89.0859,306,0.0208,0
0.663,88.3806,219,0.0227,0
0.663,90.0264,228,0.0357,0
0.6629,88.798,216,-0.0049,0
0.6629,88.9924,222,-0.0032,0
0.6629,89.7869,233,0.011,0
0.6629,89.3138,220,0.04,0
0.6628,90.4559,230,0.0037,0
0.6628,89.6497,203,0.0179,0
0.6628,89.2299,353,0.0244,0
0.6627,103.7946,232,-0.0042,1
0.6627,89.2049,252,-0.003,0
0.6627,90.2685,214,0.0089,0
0.6627,89.0723,219,0.0129,0
0.6626,89.9266,215,0.0108,0
0.6626,89.9226,217,0.0178,0
0.6625,88.6709,317,0.0174,0
0.6625,88.6701,206,0.0201,0
0.6625,88.8502,216,0.0209,0
0.6625,89.0963,204,0.0233,0
0.6625,91.4404,206,0.0409,0
0.6624,98.2808,208,-0.0233,1
0.6624,98.9991,211,-0.0149,1
0.6624,89.6146,214,-0.0175,0
0.6624,89.4744,193,0.0081,0
0.6623,89.5135,220,0.0002,0
0.6623,89.8074,303,0.0165,0
0.6623,89.6494,204,0.0195,0
0.6623,89.0734,219,0.0233,0
0.6622,131.229,85,-0.0211,1
0.6622,89.2859,207,0.0184,0
0.6621,138.1621,81,-0.0102,1
0.6621,89.1441,253,-0.0193,0
0.6621,89.2978,226,-0.0017,0
0.6621,89.4521,225,-0.0013,0
0.6621,89.0867,248,0.0073,0
0.6621,89.6887,228,0.0134,0
0.6621,90.0542,226,0.0162,0
0.6621,88.5195,212,0.027,0
0.662,99.3242,214,-0.0097,1
0.662,88.0741,211,-0.0058,0
0.662,88.9413,207,-0.0006,0
0.662,89.8818,229,0.0038,0
0.662,90.4057,211,0.0251,0
0.6619,105.0672,228,0.0108,1
0.6619,89.1891,229,0.0001,0
0.6619,90.0829,225,0.0089,0
0.6618,90.5542,191,-0.0189,0
0.6618,90.1522,225,-0.0166,0
0.6618,88.7968,213,-0.0098,0
0.6618,88.0168,216,0.0034,0
0.6618,89.1645,218,0.009,0
0.6618,90.1096,212,0.0288,0
0.6617,94.2331,232,0.0283,1
0.6617,88.1972,214,-0.0003,0
0.6617,88.9437,252,0.0007,0
0.6617,88.4298,216,0.0108,0
0.6616,89.9254,213,-0.0039,0
0.6616,88.0978,215,0.007,0
0.6616,88.3747,217,0.0096,0
0.6616,89.3248,251,0.0144,0
0.6616,89.7546,210,0.0177,0
0.6616,88.8432,319,0.0225,0
0.6615,89.2258,212,0.0173,0
0.6615,88.5918,202,0.04,0
0.6614,88.5577,214,0.0082,0
0.6614,90.6027,209,0.0119,0
0.6614,89.347,221,0.0138,0
0.6614,89.2207,226,0.0184,0
0.6614,90.0301,206,0.0197,0
0.6613,89.5006,213,0.0049,0
0.6613,89.7155,217,0.0097,0
0.6613,88.5746,218,0.0172,0
0.6613,88.4406,328,0.0231,0
0.6612,88.5626,226,-0.0108,0
0.6612,88.9214,219,0.0043,0
0.6612,87.8357,311,0.0059,0
0.6612,90.1665,210,0.0083,0
0.6611,115.764,133,-0.005,1
0.6611,90.2471,196,-0.0097,0
0.6611,87.9878,214,0.0192,0
0.6611,89.0119,212,0.0208,0
0.6611,89.7772,218,0.0229,0
0.661,89.8694,231,-0.0065,0
0.661,88.5395,199,0.0061,0
0.661,89.255,300,0.0114,0
0.661,88.5808,215,0.0217,0
0.6609,88.8718,211,0.0194,0
0.6609,89.0714,203,0.0278,0
0.6608,88.5128,335,-0.4796,0
0.6607,89.0817,248,0.0091,0
0.6606,88.6009,195,-0.1529,0
0.6606,89.8264,231,-0.0033,0
